"","m","sd"
"12228",0.2235,0.416611457488451
"12229",0.041,0.19830010663948
"12230",0.1495,0.356598466410926
"12231",0.1845,0.387910811243703
"12232",0.0561,0.230126238852898
"12233",0.204,0.402989131396868
"12234",0.2597,0.438491889906474
"12235",0.0499,0.21774923989109
"12236",0.1883,0.390971093355486
"12237",0.2385,0.426187650679087
"12238",0.0043,0.0654365203370364
"12239",0,0
"12240",0,0
"12241",0.004,0.0631220915357213
"12242",0,0
"12243",0,0
"12244",0.0754,0.264048882181346
"12245",0,0
"12246",0,0
"12247",0.0833,0.276348958519274
"12248",0,0
"12249",0,0
"12250",0.0135,0.115408326858121
"12251",0,0
"12252",0,0
"12253",0.0105,0.101935220012064
"12254",0,0
"12255",0,0
"12256",0.0116,0.107082149113033
"12257",0,0
"12258",0,0
"12259",0.0531,0.22424410480959
"12260",0,0
"12261",0,0
"12262",0.0149,0.121158812910141
"12263",0,0
"12264",0,0
"12265",0.0019,0.0435497377485307
"12266",0,0
"12267",0,0
"12268",0.0154,0.123143641474676
"12269",0,0
"12270",0,0
"12271",0.0078,0.0879768946564911
"12272",0,0
"12273",0,0
"12274",0.0553,0.228576321419064
"12275",0.0059,0.0765883579772916
"12276",0,0
"12277",0.0274,0.163254112323454
"12278",0.0032,0.0564807844129381
"12279",0,0
"12280",0.0084,0.0912703293918825
"12281",0,0
"12282",0,0
"12283",0.0071,0.0839660349754766
"12284",0,0
"12285",0,0
"12286",0.006,0.0772307999417717
"12287",0,0
"12288",0,0
"12289",0.0257,0.158246687805528
"12290",0,0
"12291",0,0
"12292",0.0155,0.123536537621923
"12293",0,0
"12294",0,0
"12295",0.0219,0.146364381777895
"12296",0,0
"12297",0,0
"12298",0.0181,0.133319793792001
"12299",0,0
"12300",0,0
"12301",0.0663,0.248818208839516
"12302",0,0
"12303",0,0
"12304",0.0232,0.150545761822245
"12305",0,0
"12306",0,0
"12307",0.0219,0.146364381777895
"12308",0,0
"12309",0,0
"12310",0.0192,0.137234264396077
"12311",0,0
"12312",0,0
"12313",0.0429,0.202641793245216
"12314",0.1338,0.340454330145897
"12315",0.2043,0.403209334932585
"12316",0.0504,0.218779858448273
"12317",0.1723,0.377659863762711
"12318",0.2533,0.434923011350952
"12319",0.035,0.183788949172097
"12320",0.101,0.301343791719824
"12321",0.1675,0.373440351019513
"12322",0.0496,0.217127967925474
"12323",0.1756,0.380498512364754
"12324",0.2603,0.438820198163931
"12325",0.0478,0.213353490646854
"12326",0.1532,0.360198187493257
"12327",0.2346,0.423769746536734
"12328",0.0479,0.213565331959805
"12329",0.1651,0.371289342127616
"12330",0.2556,0.436219748254107
"12331",0.0298,0.170043675228303
"12332",0.0941,0.291982388803738
"12333",0.1507,0.357774105031405
"12334",0.2044,0.403282659793809
"12335",0.5668,0.495542446447954
"12336",0.9281,0.258335177059514
"12337",0.0254,0.157344576428847
"12338",0.0696,0.254484412551384
"12339",0.1093,0.312030841944562
"12340",0.0049,0.0698317810725516
"12341",0,0
"12342",0,0
"12343",0.0037,0.0607180258890783
"12344",0,0
"12345",0,0
"12346",0.0032,0.0564807844129381
"12347",0,0
"12348",0,0
"12349",0.0048,0.0691190114496321
"12350",0,0
"12351",0,0
"12352",0.0139,0.117081855195763
"12353",0,0
"12354",0,0
"12355",0.0078,0.0879768946564911
"12356",0,0
"12357",0,0
"12358",0.0098,0.0985136056240421
"12359",0,0
"12360",0,0
"12361",0.0275,0.163543341785792
"12362",0,0
"12363",0,0
"12364",0.0313,0.17413598805024
"12365",0,0
"12366",0,0
"12367",0.0323,0.176804513470664
"12368",0,0
"12369",0,0
"12370",0.0197,0.138974247197596
"12371",0,0
"12372",0,0
"12373",0.0294,0.168933400632868
"12374",0,0
"12375",0,0
"12376",0.0222,0.147340866473268
"12377",0,0
"12378",0,0
"12379",0.0175,0.131131497158214
"12380",0,0
"12381",0,0
"12382",0.0016,0.0399699857390017
"12383",0,0
"12384",0,0
"12385",0.007,0.0833768263339218
"12386",0,0
"12387",0,0
"12388",0.0079,0.0885345911911482
"12389",0,0
"12390",0,0
"12391",0.0049,0.0698317810725516
"12392",0,0
"12393",0,0
"12394",0.0081,0.0896392409570269
"12395",0,0
"12396",0,0
"12397",0.0067,0.0815829368039528
"12398",0,0
"12399",0,0
"12400",0.0423,0.201282789816088
"12401",0,0
"12402",0,0
"12403",0.0123,0.110226698183785
"12404",0,0
"12405",0,0
"12406",0.014,0.117496300103679
"12407",0,0
"12408",0,0
"12409",0.0457,0.208844132278498
"12410",0,0
"12411",0,0
"12412",0.0134,0.114985921643554
"12413",0,0
"12414",0,0
"12415",0.0077,0.0874155257801195
"12416",0.0272,0.162673926247042
"12417",0,0
"12418",0.0109,0.103837701374899
"12419",0,0
"12420",0,0
"12421",0.019,0.136531549783955
"12422",0,0
"12423",0,0
"12424",0.006,0.0772307999417717
"12425",0,0
"12426",0,0
"12427",0.0052,0.0719268889062691
"12428",0,0
"12429",0,0
"12430",0.015,0.121558535890182
"12431",0,0
"12432",0,0
"12433",1e-04,0.01
"12434",0,0
"12435",0,0
"12436",2e-04,0.0141414284285499
"12437",0,0
"12438",0,0
"12439",0,0
"12440",0,0
"12441",0,0
"12442",3e-04,0.0173187757650303
"12443",0,0
"12444",0,0
"12445",1e-04,0.01
"12446",0,0
"12447",0,0
"12448",0,0
"12449",0,0
"12450",0,0
"12451",2e-04,0.0141414284285499
"12452",0,0
"12453",0,0
"12454",0.0032,0.0564807844129381
"12455",0,0
"12456",0,0
"12457",0.0282,0.165552108866287
"12458",0,0
"12459",0,0
"12460",0.0241,0.153367343832432
"12461",0,0
"12462",0,0
"12463",0.037,0.188771193396518
"12464",0,0
"12465",0,0
"12466",0.0129,0.112848852392697
"12467",0,0
"12468",0,0
"12469",0.0031,0.0555940560663367
"12470",0,0
"12471",0,0
"12472",0.0229,0.14959220495326
"12473",0,0
"12474",0,0
"12475",0.0289,0.167533867500503
"12476",0,0
"12477",0,0
"12478",0.0047,0.0683986683918903
"12479",0,0
"12480",0,0
"12481",0.0333,0.179427783336203
"12482",0,0
"12483",0,0
"12484",0.043,0.202867236170731
"12485",0,0
"12486",0,0
"12487",0.0125,0.111107985754625
"12488",0,0
"12489",0,0
"12490",0.0371,0.189016302779077
"12491",0.0017,0.0411980549052112
"12492",0,0
"12493",0.0321,0.176274494098627
"12494",0.0012,0.0346219564436616
"12495",0,0
"12496",0.0285,0.166404684585216
"12497",0.0016,0.0399699857390017
"12498",0,0
"12499",0.0035,0.0590601287662073
"12500",0,0
"12501",0,0
"12502",0.0987,0.298273711078721
"12503",9e-04,0.0299879963984391
"12504",0,0
"12505",0.0315,0.174673412630852
"12506",4e-04,0.0199969994748912
"12507",0,0
"12508",0.0343,0.182007754456419
"12509",0,0
"12510",0,0
"12511",0.0243,0.153986626653482
"12512",0,0
"12513",0,0
"12514",0.0512,0.220416465677667
"12515",0.1391,0.346068152704972
"12516",0.1959,0.396911758322161
"12517",0.0485,0.214831015536686
"12518",0.1411,0.348142083481772
"12519",0.207,0.405175784989274
"12520",0.0125,0.111107985754625
"12521",0,0
"12522",0,0
"12523",0.005,0.0705372068468477
"12524",0,0
"12525",0,0
"12526",0.0021,0.0457799036691647
"12527",0,0
"12528",0,0
"12529",0.0059,0.0765883579772916
"12530",0,0
"12531",0,0
"12532",0.0266,0.160919326070396
"12533",0,0
"12534",0,0
"12535",0.0054,0.0732896796125742
"12536",0,0
"12537",0,0
"12538",0.0161,0.125866493704336
"12539",0,0
"12540",0,0
"12541",0.0414,0.199223515180563
"12542",0.1264,0.332316240061091
"12543",0.1929,0.394594932197629
"12544",0.0237,0.152120426184015
"12545",0.0653,0.247066821328604
"12546",0.1022,0.302926288779372
"12547",0.058,0.233755137155132
"12548",0.1846,0.387992131092087
"12549",0.2599,0.438601444505957
"12550",0.0127,0.111981980677248
"12551",0,0
"12552",0,0
"12553",0.0126,0.111545884049681
"12554",0,0
"12555",0,0
"12556",0.0472,0.212077008809929
"12557",0,0
"12558",0,0
"12559",0.0076,0.086850413352096
"12560",0,0
"12561",0,0
"12562",0.0088,0.0933993166101033
"12563",0,0
"12564",0,0
"12565",0.0157,0.124318363508979
"12566",0,0
"12567",0,0
"12568",0.0191,0.136883394560373
"12569",0,0
"12570",0,0
"12571",0.0188,0.135824905081815
"12572",0,0
"12573",0,0
"12574",0.0311,0.173596669266314
"12575",0,0
"12576",0,0
"12577",0.0038,0.0615299812600279
"12578",0,0
"12579",0,0
"12580",0.0128,0.11241629660496
"12581",0,0
"12582",0,0
"12583",0.0044,0.0661897130059557
"12584",0,0
"12585",0,0
"12586",0.0122,0.109783264829042
"12587",0,0
"12588",0,0
"12589",0.0235,0.151492722612344
"12590",0,0
"12591",0,0
"12592",0.0589,0.235449216676045
"12593",0.1297,0.335989879192651
"12594",1e-04,0.01
"12595",0.0484,0.214620703112772
"12596",0.1106,0.313651841613874
"12597",1e-04,0.01
"12598",0.0504,0.218779858448273
"12599",0.0977,0.296923435169128
"12600",0,0
"12601",0.001,0.0316085417251571
"12602",0,0
"12603",0,0
"12604",0.0236,0.151806931773399
"12605",0,0
"12606",0,0
"12607",0,0
"12608",0,0
"12609",0,0
"12610",0,0
"12611",0,0
"12612",0,0
"12613",2e-04,0.0141414284285499
"12614",0,0
"12615",0,0
"12616",0,0
"12617",0,0
"12618",0,0
"12619",0.0245,0.154603170129275
"12620",0,0
"12621",0,0
"12622",0.0195,0.138281098369288
"12623",0,0
"12624",0,0
"12625",0.0392,0.194080206905988
"12626",0.1451,0.352219243993828
"12627",0.2322,0.422257019005025
"12628",0.0401,0.196203566695303
"12629",0.1411,0.348142083481772
"12630",0.2098,0.40718612458433
"12631",0.0409,0.198068455619039
"12632",0.1482,0.355315894576212
"12633",0.2203,0.414469647270884
"12634",0.0428,0.202416049822445
"12635",0.1558,0.362683765767638
"12636",0.2434,0.429155982698306
"12637",0.0408,0.197836482801815
"12638",0.1542,0.36115841889724
"12639",0.2311,0.421557304593463
"12640",1e-04,0.01
"12641",0,0
"12642",0,0
"12643",0.0011,0.0331496589724389
"12644",0,0
"12645",0,0
"12646",9e-04,0.0299879963984391
"12647",0,0
"12648",0,0
"12649",0.0028,0.0528435354979622
"12650",0,0
"12651",0,0
"12652",0.0014,0.0373922427514291
"12653",0,0
"12654",0,0
"12655",0.0069,0.0827833033137163
"12656",0,0
"12657",0,0
"12658",0.0204,0.141371279204294
"12659",0,0
"12660",0,0
"12661",0.0205,0.141710120230764
"12662",0,0
"12663",0,0
"12664",0.0201,0.140349420362108
"12665",0,0
"12666",0,0
"12667",0.018,0.132957766891512
"12668",0,0
"12669",0,0
"12670",0.0205,0.141710120230764
"12671",0,0
"12672",0,0
"12673",0.0181,0.133319793792001
"12674",0,0
"12675",0,0
"12676",0.0187,0.135470089741321
"12677",0,0
"12678",0,0
"12679",0.0195,0.138281098369288
"12680",0,0
"12681",0,0
"12682",0.0192,0.137234264396077
"12683",0,0
"12684",0,0
"12685",0.011,0.10430766035532
"12686",0,0
"12687",0,0
"12688",0.0226,0.148631925052845
"12689",0,0
"12690",0,0
"12691",0.0191,0.136883394560373
"12692",0,0
"12693",0,0
"12694",0.0234,0.151177794244218
"12695",0,0
"12696",0,0
"12697",0.027,0.16209141668434
"12698",0,0
"12699",0,0
"12700",0.0235,0.151492722612344
"12701",0,0
"12702",0,0
"12703",0.0223,0.147664790959284
"12704",0,0
"12705",0,0
"12706",0.0034,0.0582132190991684
"12707",0,0
"12708",0,0
"12709",0.0037,0.0607180258890783
"12710",0,0
"12711",0,0
"12712",0.0032,0.0564807844129381
"12713",0,0
"12714",0,0
"12715",0.0023,0.0479055267578741
"12716",0,0
"12717",0,0
"12718",0.0273,0.162964308167689
"12719",0,0
"12720",0,0
"12721",0.032,0.176008800660055
"12722",0,0
"12723",0,0
"12724",0.0278,0.164407612312504
"12725",0,0
"12726",0,0
"12727",0.0263,0.160033968541397
"12728",0,0
"12729",0,0
"12730",0.0184,0.134399577099902
"12731",0,0
"12732",0,0
"12733",0.0079,0.0885345911911482
"12734",0,0
"12735",0,0
"12736",0.0392,0.194080206905988
"12737",0.0643,0.245298852734201
"12738",0,0
"12739",0.0061,0.0778678132454865
"12740",0,0
"12741",0,0
"12742",0.0063,0.0791260772034691
"12743",0,0
"12744",0,0
"12745",0.0045,0.0669342813497088
"12746",0,0
"12747",0,0
"12748",0.0041,0.0639030387371053
"12749",0,0
"12750",0,0
"12751",0.0534,0.224841044628277
"12752",1e-04,0.01
"12753",0,0
"12754",0.0143,0.118730449725288
"12755",0,0
"12756",0,0
"12757",0.0144,0.119138824091648
"12758",1e-04,0.01
"12759",0,0
"12760",0.0048,0.0691190114496321
"12761",0,0
"12762",0,0
"12763",0.0045,0.0669342813497088
"12764",0,0
"12765",0,0
"12766",0.0049,0.0698317810725516
"12767",0,0
"12768",0,0
"12769",0.0248,0.155522920297536
"12770",0,0
"12771",0,0
"12772",0.0203,0.141031553171264
"12773",0,0
"12774",0,0
"12775",0.013,0.113279668203623
"12776",0,0
"12777",0,0
"12778",0.0247,0.155217006902991
"12779",0,0
"12780",0,0
"12781",0.008,0.0890886843508643
"12782",0,0
"12783",0,0
"12784",0.0037,0.0607180258890783
"12785",0,0
"12786",0,0
"12787",0.0063,0.0791260772034691
"12788",0,0
"12789",0,0
"12790",2e-04,0.0141414284285499
"12791",0,0
"12792",0,0
"12793",2e-04,0.0141414284285499
"12794",0,0
"12795",0,0
"12796",1e-04,0.01
"12797",0,0
"12798",0,0
"12799",0,0
"12800",0,0
"12801",0,0
"12802",2e-04,0.0141414284285499
"12803",0,0
"12804",0,0
"12805",8e-04,0.0282743690291119
"12806",0,0
"12807",0,0
"12808",0,0
"12809",0,0
"12810",0,0
"12811",1e-04,0.01
"12812",0,0
"12813",0,0
"12814",2e-04,0.0141414284285499
"12815",0,0
"12816",0,0
"12817",0.0046,0.0676705100453143
"12818",0,0
"12819",0,0
"12820",0.0108,0.103365508961376
"12821",0,0
"12822",0,0
"12823",0.0144,0.119138824091648
"12824",0,0
"12825",0,0
"12826",0.0149,0.121158812910141
"12827",0,0
"12828",0,0
"12829",0.0163,0.126632987769219
"12830",0,0
"12831",0,0
"12832",2e-04,0.0141414284285499
"12833",0,0
"12834",0,0
"12835",2e-04,0.0141414284285499
"12836",0,0
"12837",0,0
"12838",1e-04,0.01
"12839",0,0
"12840",0,0
"12841",0,0
"12842",0,0
"12843",0,0
"12844",5e-04,0.022356206744392
"12845",0,0
"12846",0,0
"12847",0.0252,0.156739965361978
"12848",0,0
"12849",0,0
"12850",0.004,0.0631220915357213
"12851",0,0
"12852",0,0
"12853",0.0063,0.0791260772034691
"12854",0,0
"12855",0,0
"12856",0.0036,0.0598948974443899
"12857",0,0
"12858",0,0
"12859",0.016,0.125481371356292
"12860",0,0
"12861",0,0
"12862",0.0164,0.127014382120005
"12863",0,0
"12864",0,0
"12865",0.0177,0.13186526777315
"12866",0,0
"12867",0,0
"12868",0.0316,0.174941420052671
"12869",0,0
"12870",0,0
"12871",0.0599,0.237313340885371
"12872",0.1319,0.338398938213669
"12873",0.1839,0.387421991605998
"12874",0.0592,0.236010444881173
"12875",0.1323,0.338833573925433
"12876",0.1836,0.38717700164532
"12877",0.0546,0.227209160027143
"12878",0.1187,0.3234513442192
"12879",0.1689,0.374682303669213
"12880",0.059,0.235636483710069
"12881",0.1232,0.328683074185948
"12882",0.179,0.383371487424061
"12883",0.0423,0.201282789816088
"12884",0.0887,0.284324452060325
"12885",0.1281,0.334217833390164
"12886",0.0309,0.1730554385695
"12887",0.1015,0.302004752755762
"12888",0.1599,0.366531614656163
"12889",0.0211,0.143724930633375
"12890",0,0
"12891",0,0
"12892",0.0015,0.038702710369934
"12893",0,0
"12894",0,0
"12895",0.0078,0.0879768946564911
"12896",0,0
"12897",0,0
"12898",0.0194,0.137933108984955
"12899",0,0
"12900",0,0
"12901",0.0204,0.141371279204294
"12902",0,0
"12903",0,0
"12904",0.0156,0.123928107455822
"12905",0,0
"12906",0,0
"12907",0.0065,0.0803641452364421
"12908",0,0
"12909",0,0
"12910",0.0434,0.203766022828159
"12911",0.026,0.159143120031201
"12912",0,0
"12913",0.0377,0.190479233077581
"12914",0.0221,0.147016160251646
"12915",0,0
"12916",0.0449,0.207094854662985
"12917",0.0239,0.152745288347337
"12918",0,0
"12919",0.0448,0.20687493739932
"12920",0.0244,0.154295238753729
"12921",0,0
"12922",0.0661,0.248469240946178
"12923",0.2239,0.416876682745463
"12924",0.3171,0.465370010770669
"12925",0.0066,0.0809758958553158
"12926",0,0
"12927",0,0
"12928",0.0118,0.107990398613114
"12929",0,0
"12930",0,0
"12931",0.0078,0.0879768946564911
"12932",0,0
"12933",0,0
"12934",0.0215,0.145051211595762
"12935",0,0
"12936",0,0
"12937",0.0214,0.144720884510292
"12938",0,0
"12939",0,0
"12940",0.0059,0.0765883579772916
"12941",0,0
"12942",0,0
"12943",0.0056,0.074627052197524
"12944",0,0
"12945",0,0
"12946",0.0128,0.11241629660496
"12947",0,0
"12948",0,0
"12949",0.0051,0.0712355069452375
"12950",0,0
"12951",0,0
"12952",0.0034,0.0582132190991684
"12953",0,0
"12954",0,0
"12955",0.0169,0.128903264524839
"12956",0,0
"12957",0,0
"12958",0.0142,0.118320581371111
"12959",0,0
"12960",0,0
"12961",0.0029,0.0537761953648526
"12962",0,0
"12963",0,0
"12964",0.0031,0.0555940560663367
"12965",0,0
"12966",0,0
"12967",0.0197,0.138974247197596
"12968",0,0
"12969",0,0
"12970",0.0341,0.181495135054372
"12971",0,0
"12972",0,0
"12973",0.0228,0.149272865045272
"12974",0,0
"12975",0,0
"12976",0.0259,0.158844934358377
"12977",0,0
"12978",0,0
"12979",0.0276,0.163831999598397
"12980",0,0
"12981",0,0
"12982",0.0061,0.0778678132454865
"12983",0,0
"12984",0,0
"12985",0.0076,0.086850413352096
"12986",0,0
"12987",0,0
"12988",0.002,0.044678849805719
"12989",0,0
"12990",0,0
"12991",0.0043,0.0654365203370364
"12992",0,0
"12993",0,0
"12994",0.0037,0.0607180258890783
"12995",0,0
"12996",0,0
"12997",0.0054,0.0732896796125742
"12998",0,0
"12999",0,0
"13000",0.0199,0.139663669556758
"13001",0,0
"13002",0,0
"13003",0.0257,0.158246687805528
"13004",0,0
"13005",0,0
"13006",0.0081,0.0896392409570269
"13007",0,0
"13008",0,0
"13009",0.0229,0.14959220495326
"13010",0,0
"13011",0,0
"13012",0.0413,0.198993140150566
"13013",0.1613,0.367825827782605
"13014",0.2313,0.421684825206197
"13015",0.0023,0.0479055267578741
"13016",0,0
"13017",0,0
"13018",0.0151,0.121956866751056
"13019",0,0
"13020",0,0
"13021",0.0303,0.171420093585462
"13022",0,0
"13023",0,0
"13024",0.0338,0.180723064611599
"13025",0,0
"13026",0,0
"13027",0.0327,0.177859139172939
"13028",0,0
"13029",0,0
"13030",0.036,0.186299411558584
"13031",0,0
"13032",0,0
"13033",0.0295,0.169211740908621
"13034",0,0
"13035",0,0
"13036",0.0312,0.173866566533925
"13037",0,0
"13038",0,0
"13039",0.0259,0.158844934358377
"13040",0,0
"13041",0,0
"13042",0.0131,0.11370876381483
"13043",0,0
"13044",0,0
"13045",0.007,0.0833768263339218
"13046",0,0
"13047",0,0
"13048",0.0187,0.135470089741321
"13049",0,0
"13050",0,0
"13051",0.0219,0.146364381777895
"13052",0.0037,0.0607180258890783
"13053",0,0
"13054",0.0351,0.1840417809567
"13055",1e-04,0.01
"13056",0,0
"13057",0.0304,0.171693878396371
"13058",2e-04,0.0141414284285499
"13059",0,0
"13060",0.0266,0.160919326070396
"13061",0,0
"13062",0,0
"13063",0.0168,0.128527864454344
"13064",0,0
"13065",0,0
"13066",0.0091,0.0949636341405536
"13067",0,0
"13068",0,0
"13069",0.0174,0.130762953067715
"13070",0,0
"13071",0,0
"13072",0.0095,0.0970087164594342
"13073",0,0
"13074",0,0
"13075",0.061,0.239342283086059
"13076",0.1818,0.385698893391771
"13077",0.2658,0.441780349254806
"13078",0.0093,0.0959918300854
"13079",0,0
"13080",0,0
"13081",0.0042,0.0646744020291474
"13082",0,0
"13083",0,0
"13084",0.0044,0.0661897130059557
"13085",0,0
"13086",0,0
"13087",0.0045,0.0669342813497088
"13088",0,0
"13089",0,0
"13090",0.0396,0.195027289281158
"13091",0.124,0.32959803319551
"13092",0.0046,0.0676705100453143
"13093",0.029,0.167814827061312
"13094",0.0935,0.291146400669255
"13095",0.0025,0.049939957948921
"13096",0.0424,0.20151005094055
"13097",0.1478,0.354919366582999
"13098",0.0062,0.0784995300471395
"13099",0.0258,0.158546124794549
"13100",0.0728,0.259820920426106
"13101",0.0022,0.0468548774190457
"13102",0.0343,0.182007754456419
"13103",0.1082,0.310648370736149
"13104",0.0029,0.0537761953648526
"13105",0.043,0.202867236170731
"13106",0.1324,0.338942072001717
"13107",0.005,0.0705372068468477
"13108",0.0472,0.212077008809929
"13109",0.1533,0.360294450705421
"13110",0.0056,0.074627052197524
"13111",0.0115,0.106624982479196
"13112",0,0
"13113",0,0
"13114",0.0418,0.200141863878019
"13115",0,0
"13116",0,0
"13117",0.0256,0.157946619822874
"13118",0,0
"13119",0,0
"13120",0.0252,0.156739965361978
"13121",0,0
"13122",0,0
"13123",0.0266,0.160919326070396
"13124",0,0
"13125",0,0
"13126",0.0371,0.189016302779077
"13127",0.0469,0.21143523946128
"13128",0,0
"13129",0.0245,0.154603170129275
"13130",0.0309,0.1730554385695
"13131",0,0
"13132",0.0169,0.128903264524839
"13133",0.0217,0.14570941329685
"13134",0,0
"13135",0.0211,0.143724930633375
"13136",0.032,0.176008800660055
"13137",0,0
"13138",0.0269,0.161799282757341
"13139",0.0365,0.187540041395731
"13140",0,0
"13141",0.0223,0.147664790959284
"13142",0.0251,0.156436687652623
"13143",0,0
"13144",0.0184,0.134399577099902
"13145",0.0266,0.160919326070396
"13146",0,0
"13147",0.0223,0.147664790959284
"13148",0.0253,0.157042593705096
"13149",0,0
"13150",0.0229,0.14959220495326
"13151",0.0284,0.16612103906478
"13152",0,0
"13153",0.0358,0.185800463350386
"13154",0.0484,0.214620703112772
"13155",0,0
"13156",0.0183,0.134040690428948
"13157",0.0177,0.13186526777315
"13158",0,0
"13159",0.0184,0.134399577099902
"13160",0.0187,0.135470089741321
"13161",0,0
"13162",0.0251,0.156436687652623
"13163",0,0
"13164",0,0
"13165",0.0552,0.228381645097809
"13166",0,0
"13167",0,0
"13168",0.0173,0.130393290628867
"13169",0,0
"13170",0,0
"13171",0.0133,0.114561871677466
"13172",0,0
"13173",0,0
"13174",0.0163,0.126632987769219
"13175",0,0
"13176",0,0
"13177",0.003,0.0546927703623888
"13178",0,0
"13179",0,0
"13180",0.0224,0.147987938843016
"13181",0,0
"13182",0,0
"13183",0.0217,0.14570941329685
"13184",0,0
"13185",0,0
"13186",0.0056,0.074627052197524
"13187",0,0
"13188",0,0
"13189",0.0032,0.0564807844129381
"13190",0,0
"13191",0,0
"13192",0.0302,0.171145812361591
"13193",0,0
"13194",0,0
"13195",0.0248,0.155522920297536
"13196",0,0
"13197",0,0
"13198",0.002,0.044678849805719
"13199",0,0
"13200",0,0
"13201",0.0019,0.0435497377485307
"13202",0,0
"13203",0,0
"13204",0.0279,0.164694573165733
"13205",0,0
"13206",0,0
"13207",0.0295,0.169211740908621
"13208",0,0
"13209",0,0
"13210",0.0208,0.142721396222479
"13211",0,0
"13212",0,0
"13213",0.0192,0.137234264396077
"13214",0,0
"13215",0,0
"13216",0.0069,0.0827833033137163
"13217",0,0
"13218",0,0
"13219",0.0318,0.175476035924905
"13220",0,0
"13221",0,0
"13222",0.0162,0.126250362040636
"13223",0,0
"13224",0,0
"13225",0.0025,0.049939957948921
"13226",0,0
"13227",0,0
"13228",0.0158,0.124707318115334
"13229",0,0
"13230",0,0
"13231",0.0245,0.154603170129275
"13232",0,0
"13233",0,0
"13234",0.0054,0.0732896796125742
"13235",0,0
"13236",0,0
"13237",0.0413,0.198993140150566
"13238",0.1461,0.35322410269781
"13239",0.1064,0.308364311902148
"13240",0.039,0.193604618423289
"13241",0.1617,0.368193789554722
"13242",0.1129,0.316486344666932
"13243",0.1948,0.396066467735766
"13244",0.5692,0.495212967912149
"13245",0.4928,0.499973156595163
"13246",0.0157,0.124318363508979
"13247",0,0
"13248",0,0
"13249",0.029,0.167814827061312
"13250",0,0
"13251",0,0
"13252",0.0255,0.15764591724343
"13253",0,0
"13254",0,0
"13255",0.0183,0.134040690428948
"13256",0,0
"13257",0,0
"13258",0.0236,0.151806931773399
"13259",0,0
"13260",0,0
"13261",0.0026,0.0509264111236497
"13262",0,0
"13263",0,0
"13264",0.0134,0.114985921643554
"13265",1e-04,0.01
"13266",0,0
"13267",0.026,0.159143120031201
"13268",9e-04,0.0299879963984391
"13269",0,0
"13270",0.0357,0.185550405268459
"13271",0.0011,0.0331496589724389
"13272",0,0
"13273",0.0263,0.160033968541397
"13274",7e-04,0.0264495738717243
"13275",0,0
"13276",0.0351,0.1840417809567
"13277",6e-04,0.024488772325231
"13278",0,0
"13279",0.0262,0.159737633672097
"13280",6e-04,0.024488772325231
"13281",0,0
"13282",0.0182,0.133680765462745
"13283",4e-04,0.0199969994748912
"13284",0,0
"13285",0.016,0.125481371356292
"13286",4e-04,0.0199969994748912
"13287",0,0
"13288",0.0106,0.102414300119109
"13289",0,0
"13290",0,0
"13291",0.0318,0.175476035924905
"13292",0,0
"13293",0,0
"13294",0.0316,0.174941420052671
"13295",0,0
"13296",0,0
"13297",0.0303,0.171420093585462
"13298",0,0
"13299",0,0
"13300",0.0067,0.0815829368039528
"13301",0,0
"13302",0,0
"13303",0.0286,0.166687787440617
"13304",0,0
"13305",0,0
"13306",0.0082,0.090186325778001
"13307",0,0
"13308",0,0
"13309",0.0208,0.142721396222479
"13310",0,0
"13311",0,0
"13312",0.0234,0.151177794244218
"13313",0,0
"13314",0,0
"13315",0.0233,0.150862142164938
"13316",0,0
"13317",0,0
"13318",0.0065,0.0803641452364421
"13319",0,0
"13320",0,0
"13321",0.0058,0.0759403495756332
"13322",0,0
"13323",0,0
"13324",0.0055,0.0739614563790017
"13325",0,0
"13326",0,0
"13327",0.0305,0.1719671691653
"13328",0,0
"13329",0,0
"13330",0.034,0.181238198866775
"13331",0,0
"13332",0,0
"13333",0.0023,0.0479055267578741
"13334",0,0
"13335",0,0
"13336",0.007,0.0833768263339218
"13337",0,0
"13338",0,0
"13339",0.0453,0.207971717364459
"13340",0.1534,0.360390660454477
"13341",4e-04,0.0199969994748912
"13342",0.055,0.227991662171672
"13343",0.2063,0.404668612161318
"13344",5e-04,0.022356206744392
"13345",0.0511,0.220212713901665
"13346",0.1723,0.377659863762711
"13347",2e-04,0.0141414284285499
"13348",0.0311,0.173596669266314
"13349",0.0812,0.273155672469272
"13350",1e-04,0.01
"13351",0.0323,0.176804513470664
"13352",0.0961,0.294743070058882
"13353",1e-04,0.01
"13354",0.0407,0.197604187054511
"13355",0.128,0.334106514028493
"13356",2e-04,0.0141414284285499
"13357",0.0322,0.176539731017306
"13358",0.1044,0.305794033622469
"13359",2e-04,0.0141414284285499
"13360",0.0252,0.156739965361978
"13361",0,0
"13362",0,0
"13363",0.0296,0.169489565080766
"13364",0,0
"13365",0,0
"13366",0.0507,0.219395358730177
"13367",0.1522,0.359232605433416
"13368",0.226,0.418260079555072
"13369",0.0566,0.231088251925575
"13370",0.1693,0.375035431869465
"13371",0.2513,0.433782349471104
"13372",0.0705,0.256000593027366
"13373",0.2137,0.409937940317179
"13374",0.3004,0.458454859376372
"13375",0.024,0.153056664782241
"13376",0,0
"13377",0,0
"13378",0,0
"13379",0,0
"13380",0,0
"13381",0,0
"13382",0,0
"13383",0,0
"13384",2e-04,0.0141414284285499
"13385",0,0
"13386",0,0
